post_url
https://ifgoiano.edu.br/home/index.php/component/content/article/57-destaque/20892-comeca-forcult-regional-centro-oeste.html
https://ifgoiano.edu.br/home/index.php/component/content/article/17-ultimas-noticias/20915-divulgado-resultado-final-para-if-goiano-internacional.html
https://ifgoiano.edu.br/home/index.php/component/content/article/17-ultimas-noticias/20885-confira-resultado-final-para-bolsistas-do-curso-de-introducao-a-producao-cultural.html
https://ifgoiano.edu.br/home/index.php/component/content/article/17-ultimas-noticias/20897-veja-resultado-preliminar-de-edital-de-apoio-a-cursos-fic.html
https://www.ifgoiano.edu.br/home/index.php/component/content/article/160-noticias-anteriores/20895-divulgado-resultado-preliminar-para-if-goiano-internacional.html
https://www.ifgoiano.edu.br/home/index.php/component/content/article/160-noticias-anteriores/20870-lancado-edital-para-selecao-de-bolsistas-na-modalidade-de-tutoria-de-pares.html
https://www.ifgoiano.edu.br/home/index.php/component/content/article/160-noticias-anteriores/20880-divulgada-retificacao-de-edital-para-professor-formador.html
https://www.ifgoiano.edu.br/home/index.php/component/content/article/160-noticias-anteriores/20871-divulgado-resultado-preliminar-para-bolsistas-do-curso-de-introducao-a-producao-cultural.html
https://www.ifgoiano.edu.br/home/index.php/component/content/article/160-noticias-anteriores/20867-vem-ai-etapa-institucional-dos-jif.html
https://www.ifgoiano.edu.br/home/index.php/component/content/article/160-noticias-anteriores/20854-instituto-desenvolve-plataforma-para-controle-automatizado-de-irrigacao-e-fertirrigacao.html
https://www.ifgoiano.edu.br/home/index.php/component/content/article/160-noticias-anteriores/20861-agricultura-irrigada-e-o-avanco-da-producao-brasileira-para-os-proximos-30-anos.html
https://www.ifgoiano.edu.br/home/index.php/component/content/article/160-noticias-anteriores/20856-if-goiano-e-mapa-firmam-protocolo-para-desenvolvimento-da-cultura-de-inovacao-na-agropecuaria-goiana.html
https://www.ifgoiano.edu.br/home/index.php/component/content/article/160-noticias-anteriores/20853-roda-de-conversa-discute-startups-inovacao-e-acesso-a-tecnologia.html
https://www.ifgoiano.edu.br/home/index.php/component/content/article/160-noticias-anteriores/20852-palestras-destacam-importancia-de-inovacoes-tecnologicas-na-agricultura.html
https://www.ifgoiano.edu.br/home/index.php/component/content/article/160-noticias-anteriores/20850-instituto-promove-minicurso-como-redigir-uma-patente.html
https://www.ifgoiano.edu.br/home/index.php/component/content/article/160-noticias-anteriores/20849-if-goiano-realiza-abertura-do-i-ceagre-agro-experience-em-rio-verde.html
https://www.ifgoiano.edu.br/home/index.php/component/content/article/160-noticias-anteriores/20841-ultimos-dias-para-se-inscrever-em-processo-seletivo-de-doutorado-na-ufg.html
